id,url,title,content
326,https://www.cdrewu.edu/stu/stuOrganizations,,
327,https://www.cdrewu.edu/stu/Reasonable,,
328,https://www.cdrewu.edu/Students/Discrimination,,
329,https://www.cdrewu.edu/Students/Concern,,
330,https://www.cdrewu.edu/stu/STU-ED-Center,,
331,https://www.cdrewu.edu/stu/DiversityStatement,,
332,https://www.cdrewu.edu/CDUSG,,
333,https://www.cdrewu.edu/CDUSG/MISSION,,
334,https://www.cdrewu.edu/CDUSG/Executive,,
335,https://www.cdrewu.edu/CDUSG/calendar,,
336,https://www.cdrewu.edu/CDUSG/ContactUs,,
337,https://www.cdrewu.edu/Alumni/COMAlumni,,
338,https://www.cdrewu.edu/Alumni/COSHAlumni,,
